Discovery and Parsing time	Parsing time	Ontology instantiation time	Triples numbers		Initial execution	18,34048353	1118
47,76802525	0,031046031	0,064501917	23383				
47,87714303	0,031717368	0,053207667	23428				
47,98163794	0,028558329	0,051863913	23473				
48,0938405	0,027593602	0,06039165	23517				
48,20348471	0,027646272	0,058036104	23565				
48,31318905	0,028180652	0,053064771	23602				
48,42257791	0,02800075	0,057517031	23650				
48,5286942	0,029382711	0,052879302	23691				
48,63993341	0,02828873	0,057190561	23736				
48,74566432	0,028322017	0,051769372	23780				
48,85421304	0,027172449	0,057101565	23828				
48,97016785	0,030943648	0,058909229	23872				
49,08906626	0,028569657	0,064889509	23913				
49,19662996	0,028565547	0,053622703	23957				
49,30662856	0,028675065	0,053687788	24001				
49,41399063	0,02885566	0,054202674	24045				
49,52585715	0,030917224	0,055693113	24089				
49,63662594	0,02955427	0,054519771	24130				
49,74422852	0,028695791	0,053320718	24174				
49,84981665	0,028662299	0,052607782	24218				
49,95590018	0,02865986	0,052600153	24255				
50,06223263	0,028953183	0,051004819	24299				
50,17336549	0,03431082	0,052327903	24343				
50,28555918	0,028263288	0,059151715	24391				
50,40137806	0,028103277	0,058610855	24431				
50,51055108	0,028013129	0,05538224	24476				
50,61710725	0,028925619	0,05164373	24524				
50,7322173	0,037088956	0,052516262	24568				
50,8410022	0,027830589	0,055776992	24612				
50,94971125	0,029045348	0,054128174	24660				
51,05772288	0,029124368	0,05316638	24704				
51,16916276	0,029419028	0,056114843	24748				
51,28511205	0,031610641	0,057397933	24792				
51,39717143	0,030833272	0,056446347	24840				
51,50174922	0,028154719	0,052072154	24888				
51,61051454	0,02864014	0,053572043	24932				
51,71879428	0,030568533	0,050405181	24976				
51,82863115	0,030315164	0,052210587	25017				
51,94108151	0,032551287	0,053979104	25065				
52,05190562	0,029253178	0,05530883	25113				
52,15805335	0,028859393	0,051403673	25157				
52,26608993	0,03142221	0,051531858	25198				
52,37002588	0,026784852	0,052798064	25246				
52,51509898	0,028194018	0,089434992	25291				
52,69805668	0,082807969	0,074435341	25386				
52,83720477	0,030659705	0,081331356	25441				
52,96486114	0,027464182	0,074369448	25500				
53,0827561	0,030253363	0,060990436	25545				
53,22532306	0,038503495	0,076228837	25609				
53,35734382	0,030316536	0,07573334	25674				
53,49165003	0,034585748	0,069575802	25733				
53,63162239	0,041271552	0,068297023	25791				
53,75238641	0,038179683	0,051060411	25839				
53,89162436	0,035676151	0,070650189	25902				
54,00243864	0,031448978	0,052591395	25947				
54,15342586	0,043173524	0,07721684	26002				
54,27696512	0,034634188	0,052663134	26046				
54,39742559	0,028683023	0,066896042	26102				
54,51635599	0,028156949	0,06521547	26165				
54,65151078	0,035804836	0,073846487	26222				
54,77993554	0,043339335	0,051825186	26270				
54,89857255	0,034019824	0,058681099	26310				
55,03486535	0,029207014	0,080259045	26373				
55,13992571	0,029464445	0,048857882	26417				
55,26808585	0,029334325	0,073795129	26477				
55,39494581	0,026863816	0,07422293	26540				
55,49809525	0,027426852	0,049840025	26585				
55,61542796	0,031491126	0,059943638	26633				
55,72398046	0,028513945	0,054504475	26681				
55,82892229	0,028261976	0,050318008	26725				
55,95293355	0,028350389	0,06995913	26788				
56,06346623	0,028660279	0,056887587	26836				
56,18178899	0,02699876	0,065034171	26896				
56,29530833	0,028072199	0,059389727	26937				
56,40112068	0,028366276	0,051929934	26981				
56,50856173	0,028548499	0,052666848	27025				
56,61580639	0,02736222	0,053790003	27073				
56,73881852	0,028644847	0,068596218	27137				
56,85827658	0,031669221	0,055974228	27177				
56,96757121	0,028668031	0,054789535	27222				
57,07051756	0,028170524	0,049852584	27270				
57,17604797	0,027793281	0,052431246	27314				
57,28384358	0,027309335	0,054709646	27362				
57,39109981	0,027129582	0,053318101	27403				
57,4999008	0,030357256	0,052505711	27451				
57,60453162	0,027936542	0,051070775	27499				
57,72840761	0,029843748	0,066913293	27558				
57,8450535	0,036311193	0,054954033	27606				
57,95309383	0,028144104	0,054204295	27647				
58,06246889	0,030772077	0,052745712	27695				
58,17196728	0,029332364	0,055043369	27743				
58,27960305	0,029502915	0,051668993	27787				
58,38658199	0,028776853	0,052097484	27835				
58,5139372	0,02867232	0,070323411	27894				
58,61773832	0,028737008	0,049223732	27938				
58,72449438	0,028108279	0,052399185	27982				
58,85071304	0,028572362	0,070166524	28046				
58,96622478	0,029246999	0,060719757	28091				
59,06729659	0,029801603	0,04490733	28128				
59,17587285	0,028301786	0,053098135	28169				
59,29731326	0,037740618	0,05626468	28210				
59,42057868	0,027397768	0,070429189	28251				
59,52750558	0,029068729	0,05091961	28299				
59,6367298	0,028010995	0,055475898	28347				
59,7491946	0,029412336	0,055989702	28395				
59,85778172	0,028606588	0,053734075	28436				
59,96453133	0,027544342	0,052643886	28481				
60,07066839	0,029034426	0,050861961	28529				
60,18055778	0,029441655	0,054210403	28577				
60,30225325	0,02823138	0,066318811	28633				
60,42177681	0,028011003	0,066057908	28693				
60,53118921	0,031780703	0,050829383	28737				
60,63591289	0,028727946	0,049967897	28781				
60,74357583	0,030686494	0,050111721	28826				
60,85085532	0,02835166	0,052578429	28871				
60,95923456	0,028041081	0,054313395	28919				
61,06482642	0,028321544	0,051418412	28963				
61,1738897	0,031100217	0,052085474	29004				
61,2881226	0,032082655	0,056062743	29048				
61,39705807	0,027402149	0,054910002	29092				
61,50766236	0,02897231	0,054318386	29133				
61,61621559	0,027864672	0,053107118	29178				
61,72606037	0,033614055	0,05002081	29218				
61,85257312	0,030514871	0,067984671	29275				
61,95668704	0,027394999	0,050050706	29323				
62,0618514	0,027770917	0,051012063	29364				
62,20039312	0,026647485	0,068476357	29427				
62,30844467	0,027748563	0,054462686	29471				
62,41364735	0,028196919	0,051288938	29516				
62,52061945	0,028671743	0,051799669	29564				
62,62522045	0,027872372	0,050990691	29608				
62,74952452	0,029421013	0,068643392	29652				
62,85969407	0,031743388	0,052184425	29696				
62,97654925	0,030867039	0,057631279	29744				
63,08705687	0,027548517	0,055808149	29788				
63,19591674	0,028313914	0,052275006	29836				
63,30609724	0,027435536	0,056339241	29881				
63,41791386	0,028090835	0,05648331	29929				
63,5253531	0,027146239	0,053480112	29974				
63,6306664	0,027704505	0,051072771	30019				
63,73791632	0,028435152	0,052384901	30063				
63,85390984	0,027567138	0,060968563	30111				
63,96584562	0,027398912	0,053326866	30156				
64,07435829	0,027898945	0,052450509	30200				
